windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Hall,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-Office,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Hall,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-Office,sensorElTime-OutsideDoor,sensorElTime-WorkArea,activity
22.0,0.0,6.0,5.0,6.0,6.0,0.6500224216483541,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420000000000001,28.930000000000007,0.0,0.0,0.0,0.0,4121.744009,4157.455694,86400.0,35.20859,86400.0,0.060025,0.0,40.616899,86400.0,4119.945192,86400.0,1
37.0,1.0,7.0,6.0,5.0,0.0,0.8366407419411673,0.6216216216216216,0.0,0.0,25.76,0.0,0.0,0.0,0.0,8.59,0.0,0.0,0.0,0.0,0.0,1.107274,109.772163,86400.0,142.86434,86400.0,0.0,140.222222,116.364152,86400.0,114.960366,86400.0,2
217.0,2.0,5.0,7.0,7.0,7.0,1.272905595320056,0.728110599078341,2.0,0.0,0.0,2.14,0.0,0.0,0.0,13.93,0.0,18.280000000000005,0.0,0.0,0.0,4674.951295,33.336247,86400.0,4657.759188,86400.0,2.497511,4016.918364,0.0,86400.0,4671.923144,86400.0,0
43.0,0.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.6976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,27.78,0.0,0.0,0.0,0.0,545.733817,546.730938,86400.0,532.032172,86400.0,0.850927,0.0,536.489147,86400.0,688.256388,86400.0,3
297.0,0.0,7.0,5.0,7.0,7.0,0.8812908992306927,0.4915824915824915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,23.820000000000007,0.0,0.0,0.0,6568.72802,1927.112972,86400.0,6551.535913,86400.0,0.069112,1360.918106,0.0,86400.0,6565.699869,86400.0,0
1856.0,0.0,7.0,5.0,7.0,7.0,0.783776947484701,0.4471982758620689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.420000000000005,0.0,7.9300000000000015,0.0,0.0,0.0,8214.494827,6975.616051,86400.0,17706.739971,86400.0,0.050094,10087.392702,0.0,86400.0,2095.905931,86400.0,0
94.0,1.0,6.0,6.0,0.0,0.0,1.3699740752745009,0.2659574468085106,4.0,0.0,24.34,2.4300000000000006,0.0,0.0,0.0,2.4800000000000004,0.0,2.5400000000000005,0.0,2.5600000000000005,0.0,0.0,89.401676,86400.0,104.184544,86400.0,90.606778,104.428573,92.500255,86400.0,93.094459,86400.0,2
138.0,5.0,1.0,1.0,0.0,0.0,0.5665095065529053,0.7101449275362319,0.0,0.0,29.48,0.0,0.0,0.0,0.0,4.870000000000001,0.0,0.0,0.0,0.0,0.0,0.0,176.897866,86400.0,26574.458541,86400.0,39.397409,213.225669,26532.97257,86400.0,26530.605919,86400.0,2
156.0,0.0,7.0,7.0,7.0,7.0,0.9967916319816366,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.32,0.0,18.03,0.0,0.0,0.0,8042.114377,3400.499329,86400.0,8024.92227,86400.0,0.023838,2834.304463,0.0,86400.0,8039.086226,86400.0,0
26.0,1.0,5.0,5.0,6.0,6.0,0.9182958340544896,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.570000000000002,22.780000000000005,0.0,0.0,0.0,0.0,8792.62475,8793.265394,86400.0,55.757612,86400.0,0.901212,0.0,61.333313,86400.0,9087.038758,86400.0,4
