windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Hall,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-Office,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Hall,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-Office,sensorElTime-OutsideDoor,sensorElTime-WorkArea,labels
414.0,2.0,9.0,7.0,7.0,7.0,0.9182958340544896,0.538647342995169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.340000000000002,0.0,23.01,0.0,0.0,0.0,1859.446374,792.671274,86400.0,535.612903,86400.0,44.954715,778.635988,0.0,86400.0,648.04831,86400.0,0
62.0,1.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.860000000000001,28.49,0.0,0.0,0.0,0.0,470.024248,244.218413,86400.0,236.153603,86400.0,28.040389,0.0,239.082695,86400.0,86400.0,86400.0,2
782.0,4.0,5.0,5.0,5.0,7.0,0.7219280948873623,0.6355498721227621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.58,0.0,6.770000000000001,0.0,0.0,0.0,19564.844932,3167.554749,86400.0,3655.243666,86400.0,0.0,3659.619186,194.112959,86400.0,5924.233855,86400.0,0
650.0,2.0,6.0,6.0,5.0,7.0,1.6200144696078678,0.0846153846153846,2.0,0.0,0.0,0.0,0.0,2.45,0.0,18.860000000000003,6.310000000000001,6.730000000000001,0.0,0.0,0.0,7502.785279,7496.252202,86400.0,643.929956,86400.0,0.0,645.582184,1.844047,86400.0,2431.235249,86400.0,0
112.0,3.0,1.0,1.0,0.0,0.0,0.8118475207241325,0.1964285714285714,2.0,0.0,28.04,3.82,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,109.381394,86400.0,324.345341,86400.0,107.627479,325.240785,317.853032,86400.0,43591.399023,86400.0,1
347.0,0.0,5.0,5.0,7.0,7.0,0.8812908992306927,0.0720461095100864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.910000000000004,0.0,9.44,0.0,0.0,0.0,10502.366951,10495.833874,86400.0,3643.511628,86400.0,0.063746,3645.163856,0.0,86400.0,5430.816921,86400.0,0
1013.0,267.0,6.0,6.0,5.0,7.0,0.5665095065529053,0.4945705824284304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.750000000000007,0.0,4.6000000000000005,0.0,0.0,0.0,8374.60173,8368.068653,86400.0,1515.746407,86400.0,0.0,1517.398635,371.760899,86400.0,3303.0517,86400.0,0
446.0,2.0,7.0,9.0,7.0,7.0,0.7219280948873623,0.4327354260089686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.510000000000001,0.0,26.84,0.0,0.0,0.0,2114.060732,1047.285632,86400.0,790.227261,86400.0,299.569073,1033.250346,0.0,86400.0,902.662668,86400.0,0
251.0,1.0,6.0,6.0,7.0,7.0,1.0131166476570934,0.3784860557768924,0.0,0.0,0.0,0.0,0.0,1.2800000000000002,0.0,16.98,0.0,16.09,0.0,0.0,0.0,16160.34486,4443.402714,86400.0,250.743594,86400.0,1.164075,255.119114,0.0,86400.0,2519.733783,86400.0,0
197.0,38.0,6.0,6.0,5.0,7.0,1.825605199016944,0.6243654822335025,0.0,0.0,0.0,0.0,0.0,2.390000000000001,0.0,11.28,10.040000000000004,10.64,0.0,0.0,0.0,3477.594896,3476.233124,86400.0,185.757804,86400.0,0.0,188.132424,37.855641,86400.0,5108.482832,86400.0,0
